ESSENCE,DHP,GROUPE,DER,ScF1,ScF2,ScF3,ScF4,PATE,CARIE,NU,BM,AUTRE
OSV,146,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
OSV,148,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
OSV,150,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
OSV,152,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
OSV,154,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
OSV,156,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
OSV,158,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
OSV,160,AUF 24 +  ,0.006167488,0.002956518,0.3092976,1.835452,0.4534214,52.3927,25,5,15,0
PEB,10,PEU  ,0,0,0,0,0,83,4,13,0,0
PEB,12,PEU  ,0,0,0,0,0,90,4,6,0,0
PEB,14,PEU  ,0,0,0,0,0,90,4,4,2,0
PEB,16,PEU  ,0,0,0,0,0,90,4,3,3,0
PEB,18,PEU  ,0,0,0,0,0,90,4,2,4,0
PEB,20,PEU  ,0,0,0,0,0,90,4,2,4,0
PEB,22,PEU  ,0,0,0,0,0,90,4,2,4,0
PEB,24,PEU  ,1.8125,0,0,18.125,0,67.0625,7,1,5,0
PEB,26,PEU  ,2,0,0,22,0,63,7,1,5,0
PEB,28,PEU  ,2.5,0,0,29,0,55.5,7,1,5,0
PEB,30,PEU  ,3,0,0,36,0,48,7,1,5,0
PEB,32,PEU  ,4.666667,0,0,36.66667,0,45.66667,7,1,5,0
PEB,34,PEU  ,6.333333,0,0,37.33333,0,43.33333,7,1,5,0
PEB,36,PEU  ,8,0,0,38,0,41,7,1,5,0
PEB,38,PEU  ,8.559569,0,0,38.81898,0,39.62144,7,1,5,0
PEB,40,PEU  ,9.122591,0,0,39.64302,0,38.23439,7,1,5,0
PEB,42,PEU  ,9.689095,0,0,40.47216,0,36.83875,7,1,5,0
PEB,44,PEU  ,10.25912,0,0,41.30644,0,35.43444,7,1,5,0
PEB,46,PEU  ,10.83268,0,0,42.14592,0,34.0214,7,1,5,0
PEB,48,PEU  ,11.40984,0,0,42.99063,0,32.59953,7,1,5,0
PEB,50,PEU  ,11.9906,0,0,43.84064,0,31.16875,7,1,5,0
PEB,52,PEU  ,12.57502,0,0,44.696,0,29.72899,7,1,5,0
PEB,54,PEU  ,13.16312,0,0,45.55674,0,28.28014,7,1,5,0
PEB,56,PEU  ,13.75494,0,0,46.42292,0,26.82213,7,1,5,0
PEB,58,PEU  ,14.21524,0,0,46.13119,0,26.65357,7,1,5,0
PEB,60,PEU  ,14.66979,0,0,45.84309,0,26.48712,7,1,5,0
PEB,62,PEU  ,15.1187,0,0,45.55857,0,26.32273,7,1,5,0
PEB,64,PEU  ,15.56207,0,0,45.27757,0,26.16037,7,1,5,0
PEB,66,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,68,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,70,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,72,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,74,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,76,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,78,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,80,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,82,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,84,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,86,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,88,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,90,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,92,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,94,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,96,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,98,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,100,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,102,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,104,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,106,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,108,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,110,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,112,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,114,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,116,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,118,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,120,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,122,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,124,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,126,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,128,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,130,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,132,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,134,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,136,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,138,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,140,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,142,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,144,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,146,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,148,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,150,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,152,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,154,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,156,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,158,PEU  ,16,0,0,45,0,26,7,1,5,0
PEB,160,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,10,PEU  ,0,0,0,0,0,83,4,13,0,0
PED,12,PEU  ,0,0,0,0,0,90,4,6,0,0
PED,14,PEU  ,0,0,0,0,0,90,4,4,2,0
PED,16,PEU  ,0,0,0,0,0,90,4,3,3,0
PED,18,PEU  ,0,0,0,0,0,90,4,2,4,0
PED,20,PEU  ,0,0,0,0,0,90,4,2,4,0
PED,22,PEU  ,0,0,0,0,0,90,4,2,4,0
PED,24,PEU  ,1.8125,0,0,18.125,0,67.0625,7,1,5,0
PED,26,PEU  ,2,0,0,22,0,63,7,1,5,0
PED,28,PEU  ,2.5,0,0,29,0,55.5,7,1,5,0
PED,30,PEU  ,3,0,0,36,0,48,7,1,5,0
PED,32,PEU  ,4.666667,0,0,36.66667,0,45.66667,7,1,5,0
PED,34,PEU  ,6.333333,0,0,37.33333,0,43.33333,7,1,5,0
PED,36,PEU  ,8,0,0,38,0,41,7,1,5,0
PED,38,PEU  ,8.559569,0,0,38.81898,0,39.62144,7,1,5,0
PED,40,PEU  ,9.122591,0,0,39.64302,0,38.23439,7,1,5,0
PED,42,PEU  ,9.689095,0,0,40.47216,0,36.83875,7,1,5,0
PED,44,PEU  ,10.25912,0,0,41.30644,0,35.43444,7,1,5,0
PED,46,PEU  ,10.83268,0,0,42.14592,0,34.0214,7,1,5,0
PED,48,PEU  ,11.40984,0,0,42.99063,0,32.59953,7,1,5,0
PED,50,PEU  ,11.9906,0,0,43.84064,0,31.16875,7,1,5,0
PED,52,PEU  ,12.57502,0,0,44.696,0,29.72899,7,1,5,0
PED,54,PEU  ,13.16312,0,0,45.55674,0,28.28014,7,1,5,0
PED,56,PEU  ,13.75494,0,0,46.42292,0,26.82213,7,1,5,0
PED,58,PEU  ,14.21524,0,0,46.13119,0,26.65357,7,1,5,0
PED,60,PEU  ,14.66979,0,0,45.84309,0,26.48712,7,1,5,0
PED,62,PEU  ,15.1187,0,0,45.55857,0,26.32273,7,1,5,0
PED,64,PEU  ,15.56207,0,0,45.27757,0,26.16037,7,1,5,0
PED,66,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,68,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,70,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,72,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,74,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,76,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,78,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,80,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,82,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,84,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,86,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,88,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,90,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,92,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,94,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,96,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,98,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,100,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,102,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,104,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,106,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,108,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,110,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,112,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,114,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,116,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,118,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,120,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,122,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,124,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,126,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,128,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,130,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,132,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,134,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,136,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,138,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,140,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,142,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,144,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,146,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,148,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,150,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,152,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,154,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,156,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,158,PEU  ,16,0,0,45,0,26,7,1,5,0
PED,160,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,10,PEU  ,0,0,0,0,0,83,4,13,0,0
PEG,12,PEU  ,0,0,0,0,0,90,4,6,0,0
PEG,14,PEU  ,0,0,0,0,0,90,4,4,2,0
PEG,16,PEU  ,0,0,0,0,0,90,4,3,3,0
PEG,18,PEU  ,0,0,0,0,0,90,4,2,4,0
PEG,20,PEU  ,0,0,0,0,0,90,4,2,4,0
PEG,22,PEU  ,0,0,0,0,0,90,4,2,4,0
PEG,24,PEU  ,1.8125,0,0,18.125,0,67.0625,7,1,5,0
PEG,26,PEU  ,2,0,0,22,0,63,7,1,5,0
PEG,28,PEU  ,2.5,0,0,29,0,55.5,7,1,5,0
PEG,30,PEU  ,3,0,0,36,0,48,7,1,5,0
PEG,32,PEU  ,4.666667,0,0,36.66667,0,45.66667,7,1,5,0
PEG,34,PEU  ,6.333333,0,0,37.33333,0,43.33333,7,1,5,0
PEG,36,PEU  ,8,0,0,38,0,41,7,1,5,0
PEG,38,PEU  ,8.559569,0,0,38.81898,0,39.62144,7,1,5,0
PEG,40,PEU  ,9.122591,0,0,39.64302,0,38.23439,7,1,5,0
PEG,42,PEU  ,9.689095,0,0,40.47216,0,36.83875,7,1,5,0
PEG,44,PEU  ,10.25912,0,0,41.30644,0,35.43444,7,1,5,0
PEG,46,PEU  ,10.83268,0,0,42.14592,0,34.0214,7,1,5,0
PEG,48,PEU  ,11.40984,0,0,42.99063,0,32.59953,7,1,5,0
PEG,50,PEU  ,11.9906,0,0,43.84064,0,31.16875,7,1,5,0
PEG,52,PEU  ,12.57502,0,0,44.696,0,29.72899,7,1,5,0
PEG,54,PEU  ,13.16312,0,0,45.55674,0,28.28014,7,1,5,0
PEG,56,PEU  ,13.75494,0,0,46.42292,0,26.82213,7,1,5,0
PEG,58,PEU  ,14.21524,0,0,46.13119,0,26.65357,7,1,5,0
PEG,60,PEU  ,14.66979,0,0,45.84309,0,26.48712,7,1,5,0
PEG,62,PEU  ,15.1187,0,0,45.55857,0,26.32273,7,1,5,0
PEG,64,PEU  ,15.56207,0,0,45.27757,0,26.16037,7,1,5,0
PEG,66,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,68,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,70,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,72,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,74,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,76,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,78,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,80,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,82,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,84,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,86,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,88,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,90,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,92,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,94,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,96,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,98,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,100,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,102,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,104,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,106,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,108,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,110,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,112,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,114,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,116,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,118,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,120,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,122,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,124,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,126,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,128,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,130,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,132,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,134,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,136,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,138,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,140,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,142,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,144,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,146,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,148,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,150,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,152,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,154,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,156,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,158,PEU  ,16,0,0,45,0,26,7,1,5,0
PEG,160,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,10,PEU  ,0,0,0,0,0,83,4,13,0,0
PEH,12,PEU  ,0,0,0,0,0,90,4,6,0,0
PEH,14,PEU  ,0,0,0,0,0,90,4,4,2,0
PEH,16,PEU  ,0,0,0,0,0,90,4,3,3,0
PEH,18,PEU  ,0,0,0,0,0,90,4,2,4,0
PEH,20,PEU  ,0,0,0,0,0,90,4,2,4,0
PEH,22,PEU  ,0,0,0,0,0,90,4,2,4,0
PEH,24,PEU  ,1.8125,0,0,18.125,0,67.0625,7,1,5,0
PEH,26,PEU  ,2,0,0,22,0,63,7,1,5,0
PEH,28,PEU  ,2.5,0,0,29,0,55.5,7,1,5,0
PEH,30,PEU  ,3,0,0,36,0,48,7,1,5,0
PEH,32,PEU  ,4.666667,0,0,36.66667,0,45.66667,7,1,5,0
PEH,34,PEU  ,6.333333,0,0,37.33333,0,43.33333,7,1,5,0
PEH,36,PEU  ,8,0,0,38,0,41,7,1,5,0
PEH,38,PEU  ,8.559569,0,0,38.81898,0,39.62144,7,1,5,0
PEH,40,PEU  ,9.122591,0,0,39.64302,0,38.23439,7,1,5,0
PEH,42,PEU  ,9.689095,0,0,40.47216,0,36.83875,7,1,5,0
PEH,44,PEU  ,10.25912,0,0,41.30644,0,35.43444,7,1,5,0
PEH,46,PEU  ,10.83268,0,0,42.14592,0,34.0214,7,1,5,0
PEH,48,PEU  ,11.40984,0,0,42.99063,0,32.59953,7,1,5,0
PEH,50,PEU  ,11.9906,0,0,43.84064,0,31.16875,7,1,5,0
PEH,52,PEU  ,12.57502,0,0,44.696,0,29.72899,7,1,5,0
PEH,54,PEU  ,13.16312,0,0,45.55674,0,28.28014,7,1,5,0
PEH,56,PEU  ,13.75494,0,0,46.42292,0,26.82213,7,1,5,0
PEH,58,PEU  ,14.21524,0,0,46.13119,0,26.65357,7,1,5,0
PEH,60,PEU  ,14.66979,0,0,45.84309,0,26.48712,7,1,5,0
PEH,62,PEU  ,15.1187,0,0,45.55857,0,26.32273,7,1,5,0
PEH,64,PEU  ,15.56207,0,0,45.27757,0,26.16037,7,1,5,0
PEH,66,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,68,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,70,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,72,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,74,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,76,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,78,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,80,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,82,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,84,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,86,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,88,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,90,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,92,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,94,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,96,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,98,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,100,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,102,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,104,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,106,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,108,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,110,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,112,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,114,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,116,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,118,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,120,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,122,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,124,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,126,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,128,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,130,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,132,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,134,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,136,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,138,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,140,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,142,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,144,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,146,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,148,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,150,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,152,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,154,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,156,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,158,PEU  ,16,0,0,45,0,26,7,1,5,0
PEH,160,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,10,PEU  ,0,0,0,0,0,83,4,13,0,0
PET,12,PEU  ,0,0,0,0,0,90,4,6,0,0
PET,14,PEU  ,0,0,0,0,0,90,4,4,2,0
PET,16,PEU  ,0,0,0,0,0,90,4,3,3,0
PET,18,PEU  ,0,0,0,0,0,90,4,2,4,0
PET,20,PEU  ,0,0,0,0,0,90,4,2,4,0
PET,22,PEU  ,0,0,0,0,0,90,4,2,4,0
PET,24,PEU  ,1.8125,0,0,18.125,0,67.0625,7,1,5,0
PET,26,PEU  ,2,0,0,22,0,63,7,1,5,0
PET,28,PEU  ,2.5,0,0,29,0,55.5,7,1,5,0
PET,30,PEU  ,3,0,0,36,0,48,7,1,5,0
PET,32,PEU  ,4.666667,0,0,36.66667,0,45.66667,7,1,5,0
PET,34,PEU  ,6.333333,0,0,37.33333,0,43.33333,7,1,5,0
PET,36,PEU  ,8,0,0,38,0,41,7,1,5,0
PET,38,PEU  ,8.559569,0,0,38.81898,0,39.62144,7,1,5,0
PET,40,PEU  ,9.122591,0,0,39.64302,0,38.23439,7,1,5,0
PET,42,PEU  ,9.689095,0,0,40.47216,0,36.83875,7,1,5,0
PET,44,PEU  ,10.25912,0,0,41.30644,0,35.43444,7,1,5,0
PET,46,PEU  ,10.83268,0,0,42.14592,0,34.0214,7,1,5,0
PET,48,PEU  ,11.40984,0,0,42.99063,0,32.59953,7,1,5,0
PET,50,PEU  ,11.9906,0,0,43.84064,0,31.16875,7,1,5,0
PET,52,PEU  ,12.57502,0,0,44.696,0,29.72899,7,1,5,0
PET,54,PEU  ,13.16312,0,0,45.55674,0,28.28014,7,1,5,0
PET,56,PEU  ,13.75494,0,0,46.42292,0,26.82213,7,1,5,0
PET,58,PEU  ,14.21524,0,0,46.13119,0,26.65357,7,1,5,0
PET,60,PEU  ,14.66979,0,0,45.84309,0,26.48712,7,1,5,0
PET,62,PEU  ,15.1187,0,0,45.55857,0,26.32273,7,1,5,0
PET,64,PEU  ,15.56207,0,0,45.27757,0,26.16037,7,1,5,0
PET,66,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,68,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,70,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,72,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,74,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,76,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,78,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,80,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,82,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,84,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,86,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,88,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,90,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,92,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,94,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,96,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,98,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,100,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,102,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,104,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,106,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,108,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,110,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,112,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,114,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,116,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,118,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,120,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,122,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,124,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,126,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,128,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,130,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,132,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,134,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,136,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,138,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,140,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,142,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,144,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,146,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,148,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,150,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,152,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,154,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,156,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,158,PEU  ,16,0,0,45,0,26,7,1,5,0
PET,160,PEU  ,16,0,0,45,0,26,7,1,5,0
PIB,10,PIB-PIR 10-22  ,0,0,0,0,0,62,2,36,0,0
PIB,12,PIB-PIR 10-22  ,0,0,0,0,0,80,2,18,0,0
PIB,14,PIB-PIR 10-22  ,0,0,0,0,0,87,2,11,0,0
PIB,16,PIB-PIR 10-22  ,0,0,0,0,0,90,2,8,0,0
PIB,18,PIB-PIR 10-22  ,0,0,0,0,0,90,2,8,0,0
PIB,20,PIB-PIR 10-22  ,0,0,0,0,0,90,2,8,0,0
PIB,22,PIB-PIR 10-22  ,0,0,0,0,0,90,2,8,0,0
PIB,24,PIB-PIR 24 +  ,0,0,20.72727,48.54546,0,20.72727,2,8,0,0
PIB,26,PIB-PIR 24 +  ,0,0,22.43478,47.21739,0,20.34783,2,8,0,0
PIB,28,PIB-PIR 24 +  ,0,0,24,46,0,20,2,8,0,0
PIB,30,PIB-PIR 24 +  ,0,0,26.13699,44.63014,0,19.23288,2,8,0,0
PIB,32,PIB-PIR 24 +  ,0,0,28.21622,43.2973,0,18.48649,2,8,0,0
PIB,34,PIB-PIR 24 +  ,0,0,31.92,44.33333,0,18.74667,2,3,0,0
PIB,36,PIB-PIR 24 +  ,0,0,34,43,0,18,2,3,0,0
PIB,38,PIB-PIR 24 +  ,0,0,34,43,0,18,2,3,0,0
